Código,Descripción,Referencia,Ud Medida,Grupo,Udad de Negocio,Proveedor,Ult Precio,Ult Costo,Precio Elite,Precio publico,%IVA,Margen,Codigo de barra,Diseño,Sub-Grupo,LINEA,UNIDAD REFERENCIADA,PRINCIPIO ACTIVO,categoria padre-hijo,descripcion (Notas Internas),nuevo iva,Unidad de Costo,Unidad de Medida,Nueva referencia producto,referencia producto - primera vez,referencia producto - segunda vez
13CALIG08P2652,ROTEDON EC FCO * 1000 ML,2652,UNIDAD,ANTIPARASITARIOS,GANADERIA,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,7707115400038,LITROS,ANTIPARASITARIO,GANADERIA,FRASCO * LITRO,ETHION 83%,ANTIPARASITARIOS / ANTIPARASITARIO,LITROS // FRASCO * LITRO,sin iva,Unidades,Unidades,2652,2652,2652
13CALIG08P2654,SAGAN 2 INY. * 40 ML,2654,UNIDAD,ANTIPARASITARIOS,GANADERIA,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,7707115300713,MILILITROS,HEMOPARASITICIDA,GANADERIA,INYECTABLE * 40ML,DIACETURATO DE DIMINAZENE- OXITETRACICLINA,ANTIPARASITARIOS / HEMOPARASITICIDA,MILILITROS // INYECTABLE * 40ML,sin iva,Unidades,Unidades,2654,2654,2654
13CALIG07P2655,SAGAN 2 S.I * 30 ML,2655,UNIDAD,ANTIMICROBIANOS,GANADERIA,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,13CALIG07P2655,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 30ML,DIACETURATO DE DIMINAZENE- OXITETRACICLINA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 30ML,sin iva,Unidades,Unidades,2655,2655,2655
22SERVG04P1202,SANAXIN * 10 ML,1202,UNIDAD,ANTIINFLAMATORIOS-ANALGESICOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007405328,MILILITROS,AINES,GANADERIA,INYECTABLE * 10ML,FLUNIXIN MEGLUMINE 50MG,ANTIINFLAMATORIOS-ANALGESICOS / AINES,MILILITROS // INYECTABLE * 10ML,sin iva,Unidades,Unidades,1202,1202,1202
22SERVG04P1203,SANAXIN INY. * 50 ML,1203,UNIDAD,ANTIINFLAMATORIOS-ANALGESICOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007405304,MILILITROS,AINES,GANADERIA,INYECTABLE * 50ML,FLUNIXIN MEGLUMINE 50MG,ANTIINFLAMATORIOS-ANALGESICOS / AINES,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,1203,1203,1203
13CALIG14P2656,SANIDERM * 200 GR,2656,UNIDAD,DERMATOLOGICOS,MASCOTAS,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,13CALIG14P2656,GRAMOS,DERMATOLOGICOS,MASCOTAS,CREMA * 200GR,GENTAMICINA- CLOTRIMAZOL- BETAMETASONA- OXIDO DE ZINC,DERMATOLOGICOS / DERMATOLOGICOS,GRAMOS // CREMA * 200GR,sin iva,Unidades,Unidades,2656,2656,2656
13CALIG14P2657,SANIDERM * 40 GR,2657,UNIDAD,DERMATOLOGICOS,MASCOTAS,COMPAÑIA CALIFORNIA,19090.57528,15597,,,0,18.3,7707115400049,GRAMOS,DERMATOLOGICOS,MASCOTAS,CREMA * 40GR,CLOTRIMAZOL- GENTAMICINA- BETAMETASONA- OXIDO DE ZINC,DERMATOLOGICOS / DERMATOLOGICOS,GRAMOS // CREMA * 40GR,sin iva,Unidades,Unidades,2657,2657,2657
25NOVAG09P1793,SANITIZANTE CLORINADO * 20 LITROS,1793,UNIDAD,ANTISEPTICOS-DESINFECTANTES,GANADERIA,NOVALFARM LTDA,0,0,,,0,20,25NOVAG09P1793,LITROS,ANTISEPTICO,GANADERIA,SOLUCION * 20 LITROS,ACIDO HIPOCLOROSO,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,LITROS // SOLUCION * 20 LITROS,sin iva,Unidades,Unidades,1793,1793,1793
25NOVAG09P1794,SANITIZANTE CLORINADO * 4 LITROS,1794,UNIDAD,ANTISEPTICOS-DESINFECTANTES,GANADERIA,NOVALFARM LTDA,0,0,,,0,20,25NOVAG09P1794,LITROS,ANTISEPTICO,GANADERIA,SOLUCION * 4 LITROS,ACIDO HIPOCLOROSO,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,LITROS // SOLUCION * 4 LITROS,sin iva,Unidades,Unidades,1794,1794,1794
17BUSSG09P2264,SANIX * 5000 ML,2264,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,LABORATORIOS BUSSIE S.A,0,0,,,0,18.3,17BUSSG09P2264,LITROS,ANTISEPTICO,MASCOTAS,SOLUCION * 5 LITROS,ACIDO HIPOCLOROSO,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,LITROS // SOLUCION * 5 LITROS,sin iva,Unidades,Unidades,2264,2264,2264
17BUSSG09P2265,SANIX AH FRASCO * 1 LITRO,2265,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,LABORATORIOS BUSSIE S.A,0,0,,,0,18.3,17BUSSG09P2265,LITROS,ANTISEPTICO,MASCOTAS,SOLUCION * 1 LITRO,ACIDO HIPOCLOROSO,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,LITROS // SOLUCION * 1 LITRO,sin iva,Unidades,Unidades,2265,2265,2265
17BUSSG09P2266,SANIX AH FRASCO * 120 ML,2266,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,LABORATORIOS BUSSIE S.A,29253.36597,23900,,,0,18.3,7501070699093,MILILITROS,ANTISEPTICO,MASCOTAS,SOLUCION * 120ML,ACIDO HIPOCLOROSO,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,MILILITROS // SOLUCION * 120ML,sin iva,Unidades,Unidades,2266,2266,2266
13CALIG08P2658,SANUCH SOBRE * 15 GR,2658,UNIDAD,ANTIPARASITARIOS,GANADERIA,COMPAÑIA CALIFORNIA,2566.707466,2097,,,0,18.3,7707115400046,GRAMOS,ANTIPARASITARIO,GANADERIA,SOBRE * 15GR,METRIFONATO,ANTIPARASITARIOS / ANTIPARASITARIO,GRAMOS // SOBRE * 15GR,sin iva,Unidades,Unidades,2658,2658,2658
13CALIG08P2659,SANUCH TARRO * 250 GR,2659,UNIDAD,ANTIPARASITARIOS,GANADERIA,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,7707115400047,GRAMOS,ANTIPARASITARIO,GANADERIA,FRASCO * 250GR,METRIFONATO,ANTIPARASITARIOS / ANTIPARASITARIO,GRAMOS // FRASCO * 250GR,sin iva,Unidades,Unidades,2659,2659,2659
16INVEG14P1904,SCAVON VET CREMA * 50 GR,1904,UNIDAD,DERMATOLOGICOS,MASCOTAS,INVET SA,0,0,,,0,18.3,16INVEG14P1904,GRAMOS,DERMATOLOGICOS,MASCOTAS,CREMA * 50GR,AYURVEDICOS,DERMATOLOGICOS / DERMATOLOGICOS,GRAMOS // CREMA * 50GR,sin iva,Unidades,Unidades,1904,1904,1904
16INVEG14P1905,SCAVON VET SPRAY * 120 ML,1905,UNIDAD,DERMATOLOGICOS,MASCOTAS,INVET SA,55234,45126,,,0,18.3,16INVEG14P1905,MILILITROS,DERMATOLOGICOS,MASCOTAS,CREMA * 120ML,AYURVEDICOS,DERMATOLOGICOS / DERMATOLOGICOS,MILILITROS // CREMA * 120ML,sin iva,Unidades,Unidades,1905,1905,1905
31VICAG07P1378,SECALAK CJA * 4 JGAS * 5 ML,1378,UNIDAD,ANTIMICROBIANOS,GANADERIA,VICAR FARMACEUTICA S.A.,0,0,,,0,18,31VICAG07P1378,MILILITROS,ANTIBIOTICO,GANADERIA,CAJA * 5ML,NEOMICINA- ESPIRAMICINA ,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // CAJA * 5ML,sin iva,Unidades,Unidades,1378,1378,1378
40COLVG05P2831,SECAMAS CJA * 4 JGAS * 10 ML,2831,UNIDAD,ANTIMASTITICOS,GANADERIA,LABORATORIO COLOMBIANO DE VETERINARIA S.A,30407.59494,24022,,,0,21,7707281610609,MILILITRO,ANTIBIOTICO,GANADERIA,,CLOXACILINA BENZATINICA- AMPICILINA TRIHIDRATO,ANTIMASTITICOS / ANTIBIOTICO,MILILITRO // ,sin iva,Unidades,Unidades,2831,2831,2831
32VIRBG07P2543,SECAMIL CJA * 4 JGA * 10 ML,2543,UNIDAD,ANTIMICROBIANOS,GANADERIA,COOPERATIVA DE GANADEROS DEL CENTRO,27690.4474,22900,,,0,17.3,32VIRBG07P2543,MILILITROS,ANTIBIOTICO,GANADERIA,CAJA * 10ML,CLOXACILINA BENZATINICA- AMPICILINA TRIHIDRATO,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // CAJA * 10ML,sin iva,Unidades,Unidades,2543,2543,2543
32VIRBG05P2544,SECAMIL JGA * 10 ML,2544,UNIDAD,ANTIMASTITICOS,GANADERIA,COOPERATIVA DE GANADEROS DEL CENTRO,0,0,,,0,10.3,32VIRBG05P2544,MILILITROS,ANTIBIOTICO,GANADERIA,JERINGA * 10ML,CLOXACILINA BENZATINICA- AMPICILINA TRIHIDRATO,ANTIMASTITICOS / ANTIBIOTICO,MILILITROS // JERINGA * 10ML,sin iva,Unidades,Unidades,2544,2544,2544
37INSMG20P2788,SEDA NEGRA TRENZADA * 25 YARDAS N° 2,2788,UNIDAD,INSUMOS MEDICOS,INSUMOS,INSMEVET S EN C,0,0,,,0,0,37INSMG20P2788,UNIDAD,INSUMO,INSUMOS,SUTURA,SEDA ,INSUMOS MEDICOS / INSUMO,UNIDAD // SUTURA,sin iva,Unidades,Unidades,2788,2788,2788
37INSMG20P2789,SEDA NEGRA TRENZADA * 25 YARDAS N° 3,2789,UNIDAD,INSUMOS MEDICOS,INSUMOS,INSMEVET S EN C,0,0,,,0,0,37INSMG20P2789,UNIDAD,INSUMO,INSUMOS,SUTURA,SEDA ,INSUMOS MEDICOS / INSUMO,UNIDAD // SUTURA,sin iva,Unidades,Unidades,2789,2789,2789
37INSMG20P2790,SEDA NEGRA TRENZADA * 25 YARDAS N° 4,2790,UNIDAD,INSUMOS MEDICOS,INSUMOS,INSMEVET S EN C,0,0,,,0,0,37INSMG20P2790,UNIDAD,INSUMO,INSUMOS,SUTURA,SEDA ,INSUMOS MEDICOS / INSUMO,UNIDAD // SUTURA,sin iva,Unidades,Unidades,2790,2790,2790
27PROCG18P1853,SEDANPET FCO * 30 CAPS.,1853,UNIDAD,HOMEOPATICOS,MASCOTAS,PROCONVET SA,39103,31165,,,0,20.3,27PROCG18P185,CAPSULA,HOMEOPATICO,MASCOTAS,30 CAPSULAS,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,CAPSULA // 30 CAPSULAS,sin iva,Unidades,Unidades,1853,1853,1853
13CALIG16P2660,SEDOLAX INY. * 10 ML,2660,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,COMPAÑIA CALIFORNIA,14223.99021,11621,,,0,18.3,7707115308405,MILILITROS,ANTIEMETICO,MASCOTAS,INYECTABLE *10ML,METOCLOPRAMIDA,ESPECIALIDADES MEDICAS / ANTIEMETICO,MILILITROS // INYECTABLE *10ML,sin iva,Unidades,Unidades,2660,2660,2660
13CALIG16P2661,SEDOLAX ORAL * 10 ML,2661,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,COMPAÑIA CALIFORNIA,18708.69033,15285,,,0,18.3,7707115400055,MILILITROS,ANTIEMETICO,MASCOTAS,SUSPENSIÓN * 10ML,METOCLOPRAMIDA,ESPECIALIDADES MEDICAS / ANTIEMETICO,MILILITROS // SUSPENSIÓN * 10ML,sin iva,Unidades,Unidades,2661,2661,2661
27PROCG29P1854,SEISMIN 211 FCO * 500 ML,1854,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,PROCONVET SA,0,0,,,0,20.3,27PROCG29P1854,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,CALCIO- MAGNESIO- FOSFORO- DEXTROSA,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML,sin iva,Unidades,Unidades,1854,1854,1854
31VICAG29P1379,SELOFOS * 100 ML,1379,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VICAR FARMACEUTICA S.A.,0,0,,,0,18,31VICAG29P1379,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 100ML,FOSFORILCOLAMINA- ZINC- POTASIO-SODIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,1379,1379,1379
31VICAG29P1380,SELOFOS * 250 ML,1380,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VICAR FARMACEUTICA S.A.,0,0,,,0,18,31VICAG29P1380,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 250ML,FOSFORILCOLAMINA- ZINC- POTASIO-SODIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 250ML,sin iva,Unidades,Unidades,1380,1380,1380
31VICAG29P1381,SELOFOS * 50 ML,1381,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VICAR FARMACEUTICA S.A.,28715,23546,,,0,18,31VICAG29P138,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 50ML,FOSFORILCOLAMINA- ZINC- POTASIO-SODIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,1381,1381,1381
33WEISSG09P2309,SEPTIDERM E * 1000 ML,2309,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,WEISS PHARMA SAS,0,0,,,0,22,33WEISSG09P2309,MILILITROS,ANTISEPTICO,MASCOTAS,SOLUCION * 1000ML,CLORHEXIDINA 1%- VITAMINA E,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,MILILITROS // SOLUCION * 1000ML,sin iva,Unidades,Unidades,2309,2309,2309
33WEISSG09P2310,SEPTIDERM E * 120 ML,2310,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,WEISS PHARMA SAS,15346,12200,,,0,22,33WEISSG09P23,MILILITROS,ANTISEPTICO,MASCOTAS,SOLUCION * 120ML,CLORHEXIDINA 1%- VITAMINA E,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,MILILITROS // SOLUCION * 120ML,sin iva,Unidades,Unidades,2310,2310,2310
33WEISSG09P2311,SEPTIDERM E * 250 ML,2311,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,WEISS PHARMA SAS,0,0,,,0,22,33WEISSG09P2311,MILILITROS,ANTISEPTICO,MASCOTAS,SOLUCION * 250ML,CLORHEXIDINA 1%- VITAMINA E,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,MILILITROS // SOLUCION * 250ML,sin iva,Unidades,Unidades,2311,2311,2311
33WEISSG09P2312,SEPTIDERM E * 50 ML,2312,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,WEISS PHARMA SAS,10513,8200,,,0,22,33WEISSG09P2312,MILILITROS,ANTISEPTICO,MASCOTAS,SOLUCION *50ML,CLORHEXIDINA 1%- VITAMINA E,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,MILILITROS // SOLUCION *50ML,sin iva,Unidades,Unidades,2312,2312,2312
22SERVG07P1204,SERVIMAST CJA * 4 JGA * 10 ML,1204,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,22SERVG07P1204,MILILITROS,ANTIBIOTICO,GANADERIA,CAJA * 10ML,NEOMICINA- LINCOMICINA- BETAMETASONA ,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // CAJA * 10ML,sin iva,Unidades,Unidades,1204,1204,1204
22SERVG08P1205,SERVIMEC GOLD * 100 ML,1205,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007404345,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 100ML,"IVERMECTINA 3,15%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,1205,1205,1205
22SERVG08P1206,SERVIMEC GOLD * 20 ML,1206,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007404338,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 20ML,"IVERMECTINA 3,15%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 20ML,sin iva,Unidades,Unidades,1206,1206,1206
22SERVG08P1207,SERVIMEC GOLD * 200 ML,1207,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007404314,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 200ML,"IVERMECTINA 3,15%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 200ML,sin iva,Unidades,Unidades,1207,1207,1207
22SERVG08P1208,SERVIMEC GOLD * 50 ML,1208,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007404321,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 50 ML,"IVERMECTINA 3,15%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 50 ML,sin iva,Unidades,Unidades,1208,1208,1208
22SERVG08P1209,SERVIMEC GOLD * 500 ML,1209,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007404307,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 500ML,"IVERMECTINA 3,15%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 500ML,sin iva,Unidades,Unidades,1209,1209,1209
22SERVG08P1210,SERVIMEC L.A. * 500 ML,1210,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007405106,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 500ML,IVERMECTINA 1%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 500ML,sin iva,Unidades,Unidades,1210,1210,1210
22SERVG08P1211,SERVIMEC L.A.* 50 ML,1211,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007405120,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 50ML,IVERMECTINA 1%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,1211,1211,1211
22SERVG08P1212,SERVIMEC S.I * 100 ML,1212,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,22SERVG08P1212,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 100ML,IVERMECTINA 1%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,1212,1212,1212
22SERVG08P1213,SERVIMEC S.I * 200 ML,1213,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007405113,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 200ML,IVERMECTINA 1%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 200ML,sin iva,Unidades,Unidades,1213,1213,1213
22SERVG08P1214,SERVIMEC S.I * 50 ML,1214,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007405038,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 50ML,IVERMECTINA 1%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,1214,1214,1214
22SERVG08P1215,SERVIMEC S.I * 500 ML,1215,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007405007,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 500ML,IVERMECTINA 1%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 500ML,sin iva,Unidades,Unidades,1215,1215,1215
22SERVG07P1216,SERVIOX 200 LA * 100 ML,1216,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007402914,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 100ML,OXITETRACICLINA L.A.,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,1216,1216,1216
22SERVG07P1217,SERVIOX 200 LA * 250 ML,1217,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007402907,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 250ML,OXITETRACICLINA L.A.,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 250ML,sin iva,Unidades,Unidades,1217,1217,1217
22SERVG07P1218,SERVIOX 200 LA * 50 ML,1218,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007402921,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 50ML,OXITETRACICLINA L.A.,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,1218,1218,1218
22SERVG07P1219,SERVIOX 200 LA * 500 ML,1219,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007402952,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 500ML,OXITETRACICLINA L.A.,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 500ML,sin iva,Unidades,Unidades,1219,1219,1219
18CALIG02P2006,SETON 2% INY. * 25 ML,2006,UNIDAD,ANESTESICOS,MASCOTAS,LABORATORIOS LAVERLAM,0,0,,,0,19.3,18CALIG02P2006,MILILITROS,SEDANTE,MASCOTAS,INYECTABLE * 25ML,XILACINA,ANESTESICOS / SEDANTE,MILILITROS // INYECTABLE * 25ML,sin iva,Unidades,Unidades,2006,2006,2006
55CANAG09P4006,SHAMPOO CANAMOR ALRBOL DE TE * 230 ML,4006,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,COMERCIALIZADORA BOGOTANA LTDA,20670,15709,,,19,24,55CANAG09P4006,,LINEA DE ASEO,,,NO APLICA,ANTISEPTICOS-DESINFECTANTES / LINEA DE ASEO, // ,IVA Ventas 19%,Unidades,Unidades,4006,4006,4006
55CANAG09P4004,SHAMPOO CANAMOR ANTIPULGAS * 230 ML,4004,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,COMERCIALIZADORA BOGOTANA LTDA,20292,15422,,,0,24,55CANAG09P4004,,LINEA DE ASEO,,,NO APLICA,ANTISEPTICOS-DESINFECTANTES / LINEA DE ASEO, // ,sin iva,Unidades,Unidades,4004,4004,4004
55CANAG09P4005,SHAMPOO CANAMOR ANTIPULGAS * 30 ML,4005,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,COMERCIALIZADORA BOGOTANA LTDA,3647,2772,,,0,24,55CANAG09P4005,,LINEA DE ASEO,,,NO APLICA,ANTISEPTICOS-DESINFECTANTES / LINEA DE ASEO, // ,sin iva,Unidades,Unidades,4005,4005,4005
55CANAG09P4007,SHAMPOO CANAMOR ARBOL DE TE * 30 ML,4007,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,COMERCIALIZADORA BOGOTANA LTDA,3278,2491,,,19,24,55CANAG09P4007,,LINEA DE ASEO,,,NO APLICA,ANTISEPTICOS-DESINFECTANTES / LINEA DE ASEO, // ,IVA Ventas 19%,Unidades,Unidades,4007,4007,4007
55CANAG09P4008,SHAMPOO CANAMOR ARBOL DE TE GATOS * 230ML,4008,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,COMERCIALIZADORA BOGOTANA LTDA,20670,15709,,,19,24,55CANAG09P4008,,LINEA DE ASEO,,,NO APLICA,ANTISEPTICOS-DESINFECTANTES / LINEA DE ASEO, // ,IVA Ventas 19%,Unidades,Unidades,4008,4008,4008
55CANAG09P4009,SHAMPOO CANAMOR PELO CLARO * 230ML,4009,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,COMERCIALIZADORA BOGOTANA LTDA,18717,14225,,,19,24,55ANAG094009,,LINEA DE ASEO,,,NO APLICA,ANTISEPTICOS-DESINFECTANTES / LINEA DE ASEO, // ,IVA Ventas 19%,Unidades,Unidades,4009,4009,4009
55CANAG09P4010,SHAMPOO CANAMOR PELO OSCURO * 230ML,4010,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,COMERCIALIZADORA BOGOTANA LTDA,18717,14225,,,19,24,55CANAG09P4010,,LINEA DE ASEO,,,NO APLICA,ANTISEPTICOS-DESINFECTANTES / LINEA DE ASEO, // ,IVA Ventas 19%,Unidades,Unidades,4010,4010,4010
55CANAG09P4011,SHAMPOO CANAMOR PIEL SENSIBLE * 230ML,4011,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,COMERCIALIZADORA BOGOTANA LTDA,18717,14225,,,19,24,55CANAG09P4011,,LINEA DE ASEO,,,NO APLICA,ANTISEPTICOS-DESINFECTANTES / LINEA DE ASEO, // ,IVA Ventas 19%,Unidades,Unidades,4011,4011,4011
55CANAG09P4012,SHAMPOO CANAMOR PIEL SENSIBLE * 30 ML,4012,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,COMERCIALIZADORA BOGOTANA LTDA,3216,2444,,,19,24,55CANAG09P402,,LINEA DE ASEO,,,NO APLICA,ANTISEPTICOS-DESINFECTANTES / LINEA DE ASEO, // ,IVA Ventas 19%,Unidades,Unidades,4012,4012,4012
22SERVG09P1220,SHIMEX GEL ANTIBACTERIAL 65% * 60 ML,1220,UNIDAD,ANTISEPTICOS-DESINFECTANTES,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,22SERVG09P1220,MILILITROS,ANTISEPTICO,GANADERIA,SOLUCION * 60ML,ALCOHOL,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,MILILITROS // SOLUCION * 60ML,sin iva,Unidades,Unidades,1220,1220,1220
22SERVG09P1221,SHIMEX SOLUCION FRASCO VALVULA * 180,1221,UNIDAD,ANTISEPTICOS-DESINFECTANTES,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,22SERVG09P1221,MILILITROS,ANTISEPTICO,GANADERIA,SOLUCION * 180ML,ALCOHOL,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO,MILILITROS // SOLUCION * 180ML,sin iva,Unidades,Unidades,1221,1221,1221
