Código,Descripción,Referencia,Ud Medida,Grupo,Udad de Negocio,Proveedor,Ult Precio,Ult Costo,Precio Elite,Precio publico,%IVA,Margen,Codigo de barra,Diseño,Sub-Grupo,LINEA,UNIDAD REFERENCIADA,PRINCIPIO ACTIVO,categoria padre-hijo,descripcion (Notas Internas)
13CALIG19P2634,OXITOCINA CALIFORNIA * 10 ML,2634,UNIDAD,HORMONALES,GANADERIA,COMPAÑIA CALIFORNIA,6869.033048,5612,,,0,18.3,7707115301383,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 10ML,OXITOCINA 10UI,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 10ML
11BOGAG19P1545,OXITOCINA OVER * 10 ML,1545,UNIDAD,HORMONALES,GANADERIA,BOGAL VET S.A.S.,6482,5231.4,,,0,19.3,11BOGAG19P1545,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 10ML,OXITOCINA 10UI,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 10ML
11BOGAG19P1546,OXITOCINA OVER * 100 ML,1546,UNIDAD,HORMONALES,GANADERIA,BOGAL VET S.A.S.,38413.87856,31000,,,0,19.3,11BOGAG19P1546,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 100ML,OXITOCINA 10UI,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 100ML
11BOGAG19P1547,OXITOCINA OVER * 50 ML,1547,UNIDAD,HORMONALES,GANADERIA,BOGAL VET S.A.S.,20446,16418,,,0,19.3,11BOGAG19P1547,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 50ML,OXITOCINA 10UI,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 50ML
29VECOG19P2220,OXITOCINA SINTETICA * 10 ML,2220,UNIDAD,HORMONALES,GANADERIA,VECOL S.A.,0,0,,,0,20,29VECOG19P2220,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 10ML,OXITOCINA 10UI,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 10ML
23LAVMG19P2375,OXITOCINA VM * 10 ML,2375,UNIDAD,HORMONALES,GANADERIA,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG19P2375,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 10ML,OXITOCINA 20UI,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 10ML
22SERVG19P1181,OXITOLAC * 10 ML,1181,UNIDAD,HORMONALES,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,22SERVG19P1181,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 10ML,OXITOCINA 10UI,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 10ML
26PHARG07P2189,OXYMYZIN * 250 ML,2189,UNIDAD,ANTIMICROBIANOS,GANADERIA,PHARVET S.A.S,0,0,,,0,20,26PHARG07P2189,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 250 ML,OXITETRACICLINA L.A.,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 250 ML
26PHARG07P2190,OXYMYZIN * 500 ML,2190,UNIDAD,ANTIMICROBIANOS,GANADERIA,PHARVET S.A.S,0,0,,,0,20,26PHARG07P2190,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 500ML,OXITETRACICLINA L.A.,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 500ML
25NOVAG27P1808,PACK LINTODENT GEL DENTAL + ENJUAGUE ORAL,1808,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,21078,16862,,,19,20,25NOVAG27P180,UNIDAD,LINEA DE ASEO,MASCOTAS,,NO APLICA,CUIDADO DE MASCOTAS / LINEA DE ASEO,UNIDAD // 
36BIOSG08P0084,PANACOB * 100 ML,84,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG08P0084,MILILITRO,ANTIPARASITARIO,GANADERIA,,FENBENDAZOL- COBALTO,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 
36BIOSG0810085,PANACOB * 1000 ML,85,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG0810085,LITROS,ANTIPARASITARIO,GANADERIA,1000 ML,FENBENDAZOL- COBALTO,ANTIPARASITARIOS / ANTIPARASITARIO,LITROS // 1000 ML
36BIOSG08P0086,PANACOB * 2000 ML,86,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG08P0086,MILILITRO,ANTIPARASITARIO,GANADERIA,2000 ML,FENBENDAZOL- COBALTO,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 2000 ML
36BIOSG08P0087,PANACOB * 500 ML,87,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG08P0087,MILILITRO,ANTIPARASITARIO,GANADERIA,,FENBENDAZOL- COBALTO,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 
40COLVG0812835,PANACOTIR * 200 ML,2835,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIO COLOMBIANO DE VETERINARIA S.A,46646,36850,,,0,21,40COLVG0812835,,ANTIPARASITARIO,GANADERIA,,FENBENDAZOL 10%,ANTIPARASITARIOS / ANTIPARASITARIO, // 
40COLVG08P2836,PANACOTIR JGA * 30 ML,2836,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIO COLOMBIANO DE VETERINARIA S.A,15220,12024,,,0,21,40COLVG08P2836,MILILITRO,ANTIPARASITARIO,GANADERIA,,FENBENDAZOL 10%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 
31VICAG07P2734,PANAMICINA L.A * 50 ML + DIMINAZEN,2734,UNIDAD,ANTIMICROBIANOS,GANADERIA,VICAR FARMACEUTICA S.A.,24837.80488,20367,,,0,18,31VICAG07P2734,,ANTIBIOTICO,GANADERIA,FRASCO * 50ML,NO APLICA,ANTIMICROBIANOS / ANTIBIOTICO, // FRASCO * 50ML
31VICAG07P1360,PANAMICINA LA * 100 ML GRATIS 2 DIMINAZEN,1360,UNIDAD,ANTIMICROBIANOS,GANADERIA,VICAR FARMACEUTICA S.A.,0,0,,,0,18,31VICAG07P1360,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 100ML,OXITETRACICLINA L.A.,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 100ML
31VICAG07P1361,PANAMICINA LA * 20 ML,1361,UNIDAD,ANTIMICROBIANOS,GANADERIA,VICAR FARMACEUTICA S.A.,14934.45122,12246.25,,,0,18,7707264574669,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 20ML,OXITETRACICLINA L.A.,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 20ML
31VICAG07P1362,PANAMICINA LA * 250 ML,1362,UNIDAD,ANTIMICROBIANOS,GANADERIA,VICAR FARMACEUTICA S.A.,0,0,,,0,18,31VICAG07P1362,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 250ML,OXITETRACICLINA L.A.,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 250ML
31VICAG07P1363,PANAMICINA LA * 500 ML,1363,UNIDAD,ANTIMICROBIANOS,GANADERIA,VICAR FARMACEUTICA S.A.,86764.63415,71147,,,0,18,7707264574713,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 500ML,OXITETRACICLINA L.A.,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 500ML
14HEELG18P1960,PANKREAS SUIS CJA * AMP,1960,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1960,AMPOLLA,HOMEOPATICO,HUMANOS,AMPOLLAS,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,AMPOLLA // AMPOLLAS
32VIRBG23P2526,PANOLOG TUBO * 15 GR,2526,UNIDAD,OTICOS-OFTALMICOS,MASCOTAS,COOPERATIVA DE GANADEROS DEL CENTRO,0,1,,,0,10.3,32VIRBG23P252,GRAMOS,OTICO,MASCOTAS,POMADA * 15GR,NISTATINA- NEOMICINA- TIOESTREPTON- ACETONINA DE TRIAMCINOLONA,OTICOS-OFTALMICOS / OTICO,GRAMOS // POMADA * 15GR
19CHALG08P1478,PARAVET SOBRE * 15 GR,1478,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS CHALVER DE COLOMBIA S.A.S,0,0,,,0,20,19CHALG08P1478,GRAMOS,ANTIPARASITARIO,GANADERIA,SOBRE * 15GR,METRIFONATO,ANTIPARASITARIOS / ANTIPARASITARIO,GRAMOS // SOBRE * 15GR
19CHALG08P1479,PAREDON 15% FCO * 120 ML,1479,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS CHALVER DE COLOMBIA S.A.S,0,0,,,0,20,19CHALG08P1479,MILILITROS,ANTIPARASITARIO,GANADERIA,FRASCO * 120ML,CIPERMETRINA,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 120ML
19CHALG08P1480,PAREDON 15% FCO * 20 ML,1480,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS CHALVER DE COLOMBIA S.A.S,0,0,,,0,20,19CHALG08P1480,MILILITROS,ANTIPARASITARIO,GANADERIA,FRASCO * 20ML,CIPERMETRINA,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 20ML
32VIRBG10P2527,PARVIGEN VIRBAC,2527,UNIDAD,BIOLOGICOS,MASCOTAS,VIRBAC COLOMBIA LTDA,12805,10590,,,0,18.8,32VIRBG10P2527,UNIDAD,VACUNAS,MASCOTAS,INYECTABLE,PARVOVIRUS CANINO,BIOLOGICOS / VACUNAS,UNIDAD // INYECTABLE
37INSMG21P2786,PASTA DESCORNOL * 125 GR,2786,UNIDAD,INSUMOS PECUARIOS,GANADERIA,INSMEVET S EN C,0,0,,,0,20,37INSMG21P2786,GRAMOS,INSUMO,GANADERIA,125 GR,HIDROXIDO DE CALCIO- HIODROXIDO DE SODIO ,INSUMOS PECUARIOS / INSUMO,GRAMOS // 125 GR
37INSMG21P2787,PASTA DESCORNOL * 60 GR,2787,UNIDAD,INSUMOS PECUARIOS,GANADERIA,INSMEVET S EN C,0,0,,,0,20,37INSMG21P2787,GRAMOS,INSUMO,GANADERIA,60 GR,HIDROXIDO DE CALCIO- HIODROXIDO DE SODIO ,INSUMOS PECUARIOS / INSUMO,GRAMOS // 60 GR
25NOVAG07P1789,PECTIKOL FRASCO * LITRO,1789,UNIDAD,ANTIMICROBIANOS,MASCOTAS,NOVALFARM LTDA,0,0,,,0,20,25NOVAG07P1789,LITROS,ANTIDIARREICO,MASCOTAS,SUSPENSIÓN * LITRO,SUBSALICILATO DE BISMUTO ,ANTIMICROBIANOS / ANTIDIARREICO,LITROS // SUSPENSIÓN * LITRO
13CALIG08P2635,PEGASUS TITANIO JGA * 12 GR,2635,UNIDAD,ANTIPARASITARIOS,MASCOTAS,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,7707115400005,GRAMOS,ANTIPARASITARIO,MASCOTAS,JERINGA * 12GR,IVERMECTINA- PRAZIQUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,GRAMOS // JERINGA * 12GR
24LZOOG07P1599,PENBIOTIC 6´6,1599,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS ZOO S.A.S.,0,0,,,0,18.3,24LZOOG07P1599,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 50ML,PENICILINA PROCAINICA- SODICA- ESTREP- DEXAME,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 50ML
23LAVMG07P2376,PENICILINA TRIPLE 10 * 8 GR,2376,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG07P2376,GRAMOS,ANTIBIOTICO,GANADERIA,INYECTABLE * 8GR,PENICILINA BENZATINICA-PROCAINICA- SODICA,ANTIMICROBIANOS / ANTIBIOTICO,GRAMOS // INYECTABLE * 8GR
23LAVMG07P2377,PENICILINA TRIPLE 7.5 * 6 GR,2377,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG07P2377,GRAMOS,ANTIBIOTICO,GANADERIA,INYECTABLE * 8GR,PENICILINA BENZATINICA-PROCAINICA- SODICA,ANTIMICROBIANOS / ANTIBIOTICO,GRAMOS // INYECTABLE * 8GR
16INVEG02P1899,PENTHAL * 20 ML,1899,UNIDAD,ANESTESICOS,MASCOTAS,INVET SA,48346,39499,,,0,18.3,16INVEG02P189,MILILITROS,ANESTESICOS,MASCOTAS,INYECTABLE * 20ML,PENTOBARBITAL SODICO,ANESTESICOS / ANESTESICOS,MILILITROS // INYECTABLE * 20ML
55CANAG09P4018,PERFUME CANINO CANAMOR * 120 ML,4018,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,COMERCIALIZADORA BOGOTANA LTDA,16857,12811,,,19,24,55CANAG09P4018,,LINEA DE ASEO,,,FRAGANCIA,ANTISEPTICOS-DESINFECTANTES / LINEA DE ASEO, // 
25NOVAG23P1790,PET DROPS * 5 ML (LAGRIMAS ARTIFICIALES),1790,UNIDAD,OTICOS-OFTALMICOS,MASCOTAS,NOVALFARM LTDA,24176.25,19341,,,0,20,770941154280,MILILITROS,OFTALMICO,MASCOTAS,GOTERO * 5ML,CARBOXIMETILCELULOSA,OTICOS-OFTALMICOS / OFTALMICO,MILILITROS // GOTERO * 5ML
33WEISSG08P2299,PETSANTEL * 10 ML,2299,UNIDAD,ANTIPARASITARIOS,MASCOTAS,WEISS PHARMA SAS,12179,9500,,,0,22,33WEISSG08P22,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 10ML,PAMOATO DE PIRANTEL- PRAZIQUANTEL- FENBENDAZOL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 10ML
33WEISSG08P2300,PETSANTEL * 2 ML,2300,UNIDAD,ANTIPARASITARIOS,MASCOTAS,WEISS PHARMA SAS,6410,5000,,,0,22,33WEISSG08P2300,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 2ML,PAMOATO DE PIRANTEL- PRAZIQUANTEL- FENBENDAZOL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 2ML
33WEISSG08P2301,PETSANTEL * 5 ML,2301,UNIDAD,ANTIPARASITARIOS,MASCOTAS,WEISS PHARMA SAS,8974,7000,,,0,22,33WEISSG08P23,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,PAMOATO DE PIRANTEL- PRAZIQUANTEL- FENBENDAZOL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML
33WEISSG08P2302,PETSANTEL * 50 ML,2302,UNIDAD,ANTIPARASITARIOS,MASCOTAS,WEISS PHARMA SAS,35897,28000,,,0,22,33WEISSG08P2302,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 50ML,PAMOATO DE PIRANTEL- PRAZIQUANTEL- FENBENDAZOL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 50ML
21PROVG14P1067,PEZOSAN-N * 100 GR,1067,UNIDAD,DERMATOLOGICOS,GANADERIA,LABORATORIOS PROVET S.A.S,0,0,,,0,18,21PROVG14P1067,GRAMOS,DERMATOLOGICOS,GANADERIA,CREMA * 100GR,OXIDO DE ZINC- ALANTOINA- LIDOCAINA- NEOMICINA- ACEITE DE CALAYA,DERMATOLOGICOS / DERMATOLOGICOS,GRAMOS // CREMA * 100GR
21PROVG14P1068,PEZOSAN-N * 220 GR,1068,UNIDAD,DERMATOLOGICOS,GANADERIA,LABORATORIOS PROVET S.A.S,0,0,,,0,18,21PROVG14P1068,GRAMOS,DERMATOLOGICOS,GANADERIA,CREMA * 220GR,OXIDO DE ZINC- ALANTOINA- LIDOCAINA- NEOMICINA,DERMATOLOGICOS / DERMATOLOGICOS,GRAMOS // CREMA * 220GR
21PROVG14P1069,PEZOSAN-N * 30 GR,1069,UNIDAD,DERMATOLOGICOS,MASCOTAS,LABORATORIOS PROVET S.A.S,17073,14000,,,0,18,21PROVG14P106,GRAMOS,DERMATOLOGICOS,MASCOTAS,CREMA * 30GR,OXIDO DE ZINC- ALANTOINA- LIDOCAINA- NEOMICINA,DERMATOLOGICOS / DERMATOLOGICOS,GRAMOS // CREMA * 30GR
14HEELG18P1961,PHOSPHOR HOMACCORD CAJA * 5 AMP,1961,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1961,AMPOLLA,HOMEOPATICO,HUMANOS,5 AMPOLLAS,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,AMPOLLA // 5 AMPOLLAS
24LZOOG08P1600,PIPERRAZINA ZOO BLISTER * 10 TABS,1600,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS ZOO S.A.S.,0,0,,,0,18.3,24LZOOG08P1600,TABLETA,ANTIPARASITARIO,MASCOTAS,TABLETAS * 10,PIPERAZINA,ANTIPARASITARIOS / ANTIPARASITARIO,TABLETA // TABLETAS * 10
22SERVG08P1182,PIRACAN PUPPY * 2 ML,1182,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007401719,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 2ML,PAMOATO DE PIRANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 2ML
22SERVG08P1183,PIRACAN PUPPY * 5 ML,1183,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS SERVINSUMOS S.A,4845.06,3924.5,,,0,19,7707007401702,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,PAMOATO DE PIRANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML
27PROCG08P1844,PIRAPRAZ * 100 ML,1844,UNIDAD,ANTIPARASITARIOS,MASCOTAS,PROCONVET SA,0,0,,,0,20.3,27PROCG08P1844,MILILITROS,ANTIPARASITARIO,MASCOTAS,SUSPENSIÓN * 10ML,PAMOATO DE PIRANTEL- PRAZICUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // SUSPENSIÓN * 10ML
27PROCG08P1845,PIRAPRAZ JGA * 10 ML,1845,UNIDAD,ANTIPARASITARIOS,MASCOTAS,PROCONVET SA,0,0,,,0,20.3,27PROCG08P1845,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 10ML,PAMOATO DE PIRANTEL- PRAZICUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 10ML
27PROCG08P1846,PIRAPRAZ JGA * 2 ML,1846,UNIDAD,ANTIPARASITARIOS,MASCOTAS,PROCONVET SA,0,0,,,0,20.3,27PROCG08P1846,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 2ML,PAMOATO DE PIRANTEL- PRAZICUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 2ML
27PROCG08P1847,PIRAPRAZ JGA * 5 ML,1847,UNIDAD,ANTIPARASITARIOS,MASCOTAS,PROCONVET SA,0,0,,,0,20.3,27PROCG08P1847,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,PAMOATO DE PIRANTEL- PRAZICUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML
14HEELG18P1962,PLACENTA COMPOSITUM CJA * 5 AMP,1962,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1962,AMPOLLA,HOMEOPATICO,HUMANOS,5 AMPOLLAS,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,AMPOLLA // 5 AMPOLLAS
14HEELG18P1963,PLANTAGO HOMACCORD GOTAS * 30 ML,1963,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1963,MILILITROS,HOMEOPATICO,HUMANOS,SUSPENSIÓN * 30ML,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,MILILITROS // SUSPENSIÓN * 30ML
15ICOFG29P2105,PLASVIT * 20 ML (COMP B12-CALCIO),2105,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,ICOFARMA S.A,0,0,,,0,20,15ICOFG29P2105,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 20ML,VITA B1- B2- B3- B6- B12- CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 20ML
15ICOFG29P2106,PLASVIT * 250 ML (COMP B12-CALCIO),2106,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,ICOFARMA S.A,0,0,,,0,20,15ICOFG29P2106,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 250ML,VITA B1- B2- B3- B6- B12- CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 250ML
15ICOFG29P2107,PLASVIT * 50 ML (COMP B12-CALCIO),2107,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,ICOFARMA S.A,0,0,,,0,20,15ICOFG29P2107,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 50ML,VITA B1- B2- B3- B6- B12- CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 50ML
15ICOFG29P2108,PLASVIT * 500 ML (COMP B12-CALCIO),2108,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,ICOFARMA S.A,0,0,,,0,20,15ICOFG29P2108,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,VITA B1- B2- B3- B6- B12- CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML
15ICOFG29P2109,PLASVIT *100 ML (COMP B12-CALCIO),2109,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,ICOFARMA S.A,0,0,,,0,20,15ICOFG29P2109,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 100ML,VITA B1- B2- B3- B6- B12- CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 100ML
18CALIG19P1998,PLUSELAR 0.6 GR BOLSA * 10 DISPOSITIVOS,1998,UNIDAD,HORMONALES,GANADERIA,LABORATORIOS LAVERLAM,0,0,,,0,19.3,18CALIG19P1998,DISPOSITIVO,HORMONALES,GANADERIA,10 DISPOSITIVOS,NO APLICA,HORMONALES / HORMONALES,DISPOSITIVO // 10 DISPOSITIVOS
27PROCG29P1848,POLADIN GERIATRICO 2200 MG BLISTER * 6 TABS,1848,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,PROCONVET SA,0,0,,,0,20.3,27PROCG29P1848,TABLETA,MULTIVITAMINICO,MASCOTAS,TABLETAS * 6,VITA E- GLUCOSAMINA- CONDROITIN SULFATO-- MANGANESO,VITAMINAS Y MINERALES / MULTIVITAMINICO,TABLETA // TABLETAS * 6
27PROCG29P1849,POLADIN MAX CACHORRO 1830 MG * 6 TABS,1849,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,PROCONVET SA,0,0,,,0,20.3,27PROCG29P1849,TABLETA,MULTIVITAMINICO,MASCOTAS,TABLETAS * 6,VITA E- GLUCOSAMINA- CONDROITIN SULFATO- MSM ,VITAMINAS Y MINERALES / MULTIVITAMINICO,TABLETA // TABLETAS * 6
10BIOGG08P2666,POLICLOSTRIGEN P7 100 ML BIOGENESIS  * 20 DOSIS,2666,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOGÉNESIS BAGÓ COLOMBIA S.A.S,12309.55,10180,,,0,17.3,7798182273680,MILILITRO,ANTIPARASITARIO,GANADERIA,INYECT 100ML*20DOSIS,NO APLICA,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // INYECT 100ML*20DOSIS
10BIOGG08P2667,POLICLOSTRIGEN P7 250 ML BIOGENESIS * 50 DOSIS,2667,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOGÉNESIS BAGÓ COLOMBIA S.A.S,30773.88,25450,,,0,17.3,7798182273697,MILILITRO,ANTIPARASITARIO,GANADERIA,INYECT250ML*50DOSIS,NO APLICA,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // INYECT250ML*50DOSIS
10BIOGG08P2668,POLICLOSTRIGEN T12 100 ML  BIOGENESIS * 20 DOSIS,2666,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOGÉNESIS BAGÓ COLOMBIA S.A.S,28536.88029,23600,,,0,17.3,7798182273680,MILILITRO,ANTIPARASITARIO,GANADERIA,INYECT 100ML*20DOSIS,NO APLICA,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // INYECT 100ML*20DOSIS
10BIOGG08P2669,POLICLOSTRIGEN T12 250 ML BIOGENESIS * 50 DOSIS,2669,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOGÉNESIS BAGÓ COLOMBIA S.A.S,71342.2,59000,,,0,17.3,7798182273710,MILILITRO,ANTIPARASITARIO,GANADERIA,INYECT250ML*50DOSIS,NO APLICA,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // INYECT250ML*50DOSIS
24LZOOG04P1601,POMADA ALFA * 220 GR,1601,UNIDAD,ANTIINFLAMATORIOS-ANALGESICOS,GANADERIA,LABORATORIOS ZOO S.A.S.,26093.24,21318,,,0,18.3,7704614050057,GRAMOS,ANTIFLOGISTICO,GANADERIA,POMADA * 220GR,MENTOL- ALCANFOR- GUAYACOL- TREMENTINA- SALICILATO DE METILO,ANTIINFLAMATORIOS-ANALGESICOS / ANTIFLOGISTICO,GRAMOS // POMADA * 220GR
24LZOOG04P1602,POMADA ALFA * 350 GR,1602,UNIDAD,ANTIINFLAMATORIOS-ANALGESICOS,GANADERIA,LABORATORIOS ZOO S.A.S.,39056,31903.87,,,0,18.3,7704614050064,GRAMOS,ANTIFLOGISTICO,GANADERIA,POMADA * 350GR,MENTOL- ALCANFOR- GUAYACOL- TREMENTINA- SALICILATO DE METILO,ANTIINFLAMATORIOS-ANALGESICOS / ANTIFLOGISTICO,GRAMOS // POMADA * 350GR
24LZOOG04P1603,POMADA ALFA TUBO * 60 GR,1603,UNIDAD,ANTIINFLAMATORIOS-ANALGESICOS,GANADERIA,LABORATORIOS ZOO S.A.S.,17247.12,14100,,,0,18.3,24LZOOG04P160,GRAMOS,ANTIFLOGISTICO,GANADERIA,POMADA * 60GR,MENTOL- ALCANFOR- GUAYACOL- TREMENTINA- SALICILATO DE METILO,ANTIINFLAMATORIOS-ANALGESICOS / ANTIFLOGISTICO,GRAMOS // POMADA * 60GR
38CALLG04P2811,POMADA BETA-BEST * 220 GR,2811,UNIDAD,ANTIINFLAMATORIOS-ANALGESICOS,GANADERIA,LABORATORIOS CALLBEST LTDA,21127.63321,17050,,,0,19.3,7707263670782,GRAMOS,ANTIFLOGISTICO,GANADERIA,,MENTOL- ALCANFOR- GUAYACOL- TREMENTINA- SALICILATO DE METILO,ANTIINFLAMATORIOS-ANALGESICOS / ANTIFLOGISTICO,GRAMOS // 
